ts,symbol,market_price_usd,oracle_price_usd,source
2022-05-13T18:00:00Z,stETH,1943.2,1944.19,fixture:steth_curve_archive_v1
2022-05-13T19:00:00Z,stETH,1947.09,1946.22,fixture:steth_curve_archive_v1
2022-05-13T20:00:00Z,stETH,1952.05,1950.3,fixture:steth_curve_archive_v1
2022-05-13T21:00:00Z,stETH,1949.19,1949.52,fixture:steth_curve_archive_v1
2022-05-13T22:00:00Z,stETH,1938.45,1941.77,fixture:steth_curve_archive_v1
2022-05-13T23:00:00Z,stETH,1948.0,1946.13,fixture:steth_curve_archive_v1
2022-05-14T00:00:00Z,stETH,1947.52,1947.1,fixture:steth_curve_archive_v1
2022-05-14T01:00:00Z,stETH,1948.65,1948.19,fixture:steth_curve_archive_v1
2022-05-14T02:00:00Z,stETH,1946.95,1947.32,fixture:steth_curve_archive_v1
2022-05-14T03:00:00Z,stETH,1953.22,1951.45,fixture:steth_curve_archive_v1
2022-05-14T04:00:00Z,stETH,1949.86,1950.34,fixture:steth_curve_archive_v1
2022-05-14T05:00:00Z,stETH,1947.34,1948.24,fixture:steth_curve_archive_v1
2022-05-14T06:00:00Z,stETH,1961.38,1957.44,fixture:steth_curve_archive_v1
2022-05-14T07:00:00Z,stETH,1955.26,1955.91,fixture:steth_curve_archive_v1
2022-05-14T08:00:00Z,stETH,1954.57,1954.97,fixture:steth_curve_archive_v1
2022-05-14T09:00:00Z,stETH,1952.47,1953.22,fixture:steth_curve_archive_v1
2022-05-14T10:00:00Z,stETH,1955.23,1954.63,fixture:steth_curve_archive_v1
2022-05-14T11:00:00Z,stETH,1955.45,1955.2,fixture:steth_curve_archive_v1
2022-05-14T12:00:00Z,stETH,1948.79,1950.71,fixture:steth_curve_archive_v1
2022-05-14T13:00:00Z,stETH,1952.4,1951.89,fixture:steth_curve_archive_v1
2022-05-14T14:00:00Z,stETH,1956.0,1954.77,fixture:steth_curve_archive_v1
2022-05-14T15:00:00Z,stETH,1959.02,1957.75,fixture:steth_curve_archive_v1
2022-05-14T16:00:00Z,stETH,1951.89,1953.64,fixture:steth_curve_archive_v1
2022-05-14T17:00:00Z,stETH,1963.38,1960.46,fixture:steth_curve_archive_v1
2022-05-14T18:00:00Z,stETH,1963.18,1962.36,fixture:steth_curve_archive_v1
2022-05-14T19:00:00Z,stETH,1965.05,1964.24,fixture:steth_curve_archive_v1
2022-05-14T20:00:00Z,stETH,1955.27,1957.96,fixture:steth_curve_archive_v1
2022-05-14T21:00:00Z,stETH,1963.68,1961.96,fixture:steth_curve_archive_v1
2022-05-14T22:00:00Z,stETH,1956.21,1957.94,fixture:steth_curve_archive_v1
2022-05-14T23:00:00Z,stETH,1964.84,1962.77,fixture:steth_curve_archive_v1
2022-05-15T00:00:00Z,stETH,1959.73,1960.64,fixture:steth_curve_archive_v1
2022-05-15T01:00:00Z,stETH,1960.9,1960.82,fixture:steth_curve_archive_v1
2022-05-15T02:00:00Z,stETH,1965.67,1964.22,fixture:steth_curve_archive_v1
2022-05-15T03:00:00Z,stETH,1961.67,1962.43,fixture:steth_curve_archive_v1
2022-05-15T04:00:00Z,stETH,1966.27,1965.12,fixture:steth_curve_archive_v1
2022-05-15T05:00:00Z,stETH,1966.94,1966.39,fixture:steth_curve_archive_v1
2022-05-15T06:00:00Z,stETH,1957.66,1960.28,fixture:steth_curve_archive_v1
2022-05-15T07:00:00Z,stETH,1957.77,1958.52,fixture:steth_curve_archive_v1
2022-05-15T08:00:00Z,stETH,1961.03,1960.28,fixture:steth_curve_archive_v1
2022-05-15T09:00:00Z,stETH,1968.72,1966.18,fixture:steth_curve_archive_v1
2022-05-15T10:00:00Z,stETH,1966.13,1966.15,fixture:steth_curve_archive_v1
2022-05-15T11:00:00Z,stETH,1964.97,1965.32,fixture:steth_curve_archive_v1
2022-05-15T12:00:00Z,stETH,1961.58,1962.7,fixture:steth_curve_archive_v1
2022-05-15T13:00:00Z,stETH,1970.89,1968.43,fixture:steth_curve_archive_v1
2022-05-15T14:00:00Z,stETH,1964.87,1965.94,fixture:steth_curve_archive_v1
2022-05-15T15:00:00Z,stETH,1972.47,1970.51,fixture:steth_curve_archive_v1
2022-05-15T16:00:00Z,stETH,1963.79,1965.8,fixture:steth_curve_archive_v1
2022-05-15T17:00:00Z,stETH,1974.68,1972.01,fixture:steth_curve_archive_v1
2022-05-15T18:00:00Z,stETH,1969.69,1970.39,fixture:steth_curve_archive_v1
2022-05-15T19:00:00Z,stETH,1974.07,1972.96,fixture:steth_curve_archive_v1
2022-05-15T20:00:00Z,stETH,1983.11,1980.07,fixture:steth_curve_archive_v1
2022-05-15T21:00:00Z,stETH,1969.4,1972.6,fixture:steth_curve_archive_v1
2022-05-15T22:00:00Z,stETH,1978.43,1976.68,fixture:steth_curve_archive_v1
2022-05-15T23:00:00Z,stETH,1981.3,1979.91,fixture:steth_curve_archive_v1
2022-05-16T00:00:00Z,stETH,1979.0,1979.27,fixture:steth_curve_archive_v1
2022-05-16T01:00:00Z,stETH,1974.03,1975.61,fixture:steth_curve_archive_v1
2022-05-16T02:00:00Z,stETH,1977.07,1976.63,fixture:steth_curve_archive_v1
2022-05-16T03:00:00Z,stETH,1974.91,1975.43,fixture:steth_curve_archive_v1
2022-05-16T04:00:00Z,stETH,1978.8,1977.79,fixture:steth_curve_archive_v1
2022-05-16T05:00:00Z,stETH,1978.36,1978.19,fixture:steth_curve_archive_v1
2022-05-16T06:00:00Z,stETH,1980.09,1979.52,fixture:steth_curve_archive_v1
2022-05-16T07:00:00Z,stETH,1980.4,1980.14,fixture:steth_curve_archive_v1
2022-05-16T08:00:00Z,stETH,1979.98,1980.02,fixture:steth_curve_archive_v1
2022-05-16T09:00:00Z,stETH,1986.16,1984.32,fixture:steth_curve_archive_v1
2022-05-16T10:00:00Z,stETH,1990.48,1988.63,fixture:steth_curve_archive_v1
2022-05-16T11:00:00Z,stETH,1977.38,1980.76,fixture:steth_curve_archive_v1
2022-05-16T12:00:00Z,stETH,1982.44,1981.94,fixture:steth_curve_archive_v1
2022-05-16T13:00:00Z,stETH,1985.04,1984.11,fixture:steth_curve_archive_v1
2022-05-16T14:00:00Z,stETH,1982.27,1982.82,fixture:steth_curve_archive_v1
2022-05-16T15:00:00Z,stETH,1979.88,1980.76,fixture:steth_curve_archive_v1
2022-05-16T16:00:00Z,stETH,1988.69,1986.32,fixture:steth_curve_archive_v1
2022-05-16T17:00:00Z,stETH,1978.88,1981.11,fixture:steth_curve_archive_v1
2022-05-16T18:00:00Z,stETH,1988.94,1986.59,fixture:steth_curve_archive_v1
2022-05-16T19:00:00Z,stETH,1982.16,1983.49,fixture:steth_curve_archive_v1
2022-05-16T20:00:00Z,stETH,1980.19,1981.18,fixture:steth_curve_archive_v1
2022-05-16T21:00:00Z,stETH,1989.86,1987.26,fixture:steth_curve_archive_v1
2022-05-16T22:00:00Z,stETH,1987.19,1987.21,fixture:steth_curve_archive_v1
2022-05-16T23:00:00Z,stETH,1992.78,1991.11,fixture:steth_curve_archive_v1
2022-05-17T00:00:00Z,stETH,1982.96,1985.4,fixture:steth_curve_archive_v1
