ts,symbol,market_price_usd,oracle_price_usd,source
2023-03-10T18:00:00Z,USDC,0.9989,0.9997,fixture:usdc_depeg_chainlink_archive
2023-03-10T19:00:00Z,USDC,0.9964,0.9996,fixture:usdc_depeg_chainlink_archive
2023-03-10T20:00:00Z,USDC,0.9913,0.9992,fixture:usdc_depeg_chainlink_archive
2023-03-10T21:00:00Z,USDC,0.9867,0.9985,fixture:usdc_depeg_chainlink_archive
2023-03-10T22:00:00Z,USDC,0.9819,0.9977,fixture:usdc_depeg_chainlink_archive
2023-03-10T23:00:00Z,USDC,0.9775,0.9967,fixture:usdc_depeg_chainlink_archive
2023-03-11T00:00:00Z,USDC,0.9694,0.9953,fixture:usdc_depeg_chainlink_archive
2023-03-11T01:00:00Z,USDC,0.9658,0.9939,fixture:usdc_depeg_chainlink_archive
2023-03-11T02:00:00Z,USDC,0.9609,0.9922,fixture:usdc_depeg_chainlink_archive
2023-03-11T03:00:00Z,USDC,0.9564,0.9904,fixture:usdc_depeg_chainlink_archive
2023-03-11T04:00:00Z,USDC,0.9498,0.9884,fixture:usdc_depeg_chainlink_archive
2023-03-11T05:00:00Z,USDC,0.9421,0.9861,fixture:usdc_depeg_chainlink_archive
2023-03-11T06:00:00Z,USDC,0.9359,0.9836,fixture:usdc_depeg_chainlink_archive
2023-03-11T07:00:00Z,USDC,0.9251,0.9806,fixture:usdc_depeg_chainlink_archive
2023-03-11T08:00:00Z,USDC,0.9134,0.9773,fixture:usdc_depeg_chainlink_archive
2023-03-11T09:00:00Z,USDC,0.9041,0.9736,fixture:usdc_depeg_chainlink_archive
2023-03-11T10:00:00Z,USDC,0.8965,0.9698,fixture:usdc_depeg_chainlink_archive
2023-03-11T11:00:00Z,USDC,0.8887,0.9657,fixture:usdc_depeg_chainlink_archive
2023-03-11T12:00:00Z,USDC,0.8786,0.9614,fixture:usdc_depeg_chainlink_archive
2023-03-11T13:00:00Z,USDC,0.8816,0.9574,fixture:usdc_depeg_chainlink_archive
2023-03-11T14:00:00Z,USDC,0.8844,0.9537,fixture:usdc_depeg_chainlink_archive
2023-03-11T15:00:00Z,USDC,0.8848,0.9503,fixture:usdc_depeg_chainlink_archive
2023-03-11T16:00:00Z,USDC,0.8899,0.9473,fixture:usdc_depeg_chainlink_archive
2023-03-11T17:00:00Z,USDC,0.8974,0.9448,fixture:usdc_depeg_chainlink_archive
2023-03-11T18:00:00Z,USDC,0.8951,0.9423,fixture:usdc_depeg_chainlink_archive
2023-03-11T19:00:00Z,USDC,0.8988,0.9401,fixture:usdc_depeg_chainlink_archive
2023-03-11T20:00:00Z,USDC,0.9023,0.9382,fixture:usdc_depeg_chainlink_archive
2023-03-11T21:00:00Z,USDC,0.9026,0.9364,fixture:usdc_depeg_chainlink_archive
2023-03-11T22:00:00Z,USDC,0.9042,0.9348,fixture:usdc_depeg_chainlink_archive
2023-03-11T23:00:00Z,USDC,0.909,0.9335,fixture:usdc_depeg_chainlink_archive
2023-03-12T00:00:00Z,USDC,0.9118,0.9324,fixture:usdc_depeg_chainlink_archive
2023-03-12T01:00:00Z,USDC,0.9105,0.9313,fixture:usdc_depeg_chainlink_archive
2023-03-12T02:00:00Z,USDC,0.9102,0.9303,fixture:usdc_depeg_chainlink_archive
2023-03-12T03:00:00Z,USDC,0.9164,0.9296,fixture:usdc_depeg_chainlink_archive
2023-03-12T04:00:00Z,USDC,0.9198,0.9291,fixture:usdc_depeg_chainlink_archive
2023-03-12T05:00:00Z,USDC,0.9219,0.9287,fixture:usdc_depeg_chainlink_archive
2023-03-12T06:00:00Z,USDC,0.923,0.9285,fixture:usdc_depeg_chainlink_archive
2023-03-12T07:00:00Z,USDC,0.9258,0.9283,fixture:usdc_depeg_chainlink_archive
2023-03-12T08:00:00Z,USDC,0.9294,0.9284,fixture:usdc_depeg_chainlink_archive
2023-03-12T09:00:00Z,USDC,0.9351,0.9287,fixture:usdc_depeg_chainlink_archive
2023-03-12T10:00:00Z,USDC,0.9383,0.9292,fixture:usdc_depeg_chainlink_archive
2023-03-12T11:00:00Z,USDC,0.9374,0.9296,fixture:usdc_depeg_chainlink_archive
2023-03-12T12:00:00Z,USDC,0.936,0.9299,fixture:usdc_depeg_chainlink_archive
2023-03-12T13:00:00Z,USDC,0.9441,0.9306,fixture:usdc_depeg_chainlink_archive
2023-03-12T14:00:00Z,USDC,0.9431,0.9313,fixture:usdc_depeg_chainlink_archive
2023-03-12T15:00:00Z,USDC,0.9478,0.9321,fixture:usdc_depeg_chainlink_archive
2023-03-12T16:00:00Z,USDC,0.9475,0.9329,fixture:usdc_depeg_chainlink_archive
2023-03-12T17:00:00Z,USDC,0.9536,0.9339,fixture:usdc_depeg_chainlink_archive
2023-03-12T18:00:00Z,USDC,0.9597,0.9352,fixture:usdc_depeg_chainlink_archive
2023-03-12T19:00:00Z,USDC,0.9607,0.9365,fixture:usdc_depeg_chainlink_archive
2023-03-12T20:00:00Z,USDC,0.9602,0.9376,fixture:usdc_depeg_chainlink_archive
2023-03-12T21:00:00Z,USDC,0.962,0.9389,fixture:usdc_depeg_chainlink_archive
2023-03-12T22:00:00Z,USDC,0.967,0.9403,fixture:usdc_depeg_chainlink_archive
2023-03-12T23:00:00Z,USDC,0.9673,0.9416,fixture:usdc_depeg_chainlink_archive
2023-03-13T00:00:00Z,USDC,0.9697,0.943,fixture:usdc_depeg_chainlink_archive
2023-03-13T01:00:00Z,USDC,0.9702,0.9444,fixture:usdc_depeg_chainlink_archive
2023-03-13T02:00:00Z,USDC,0.9713,0.9457,fixture:usdc_depeg_chainlink_archive
2023-03-13T03:00:00Z,USDC,0.9688,0.9469,fixture:usdc_depeg_chainlink_archive
2023-03-13T04:00:00Z,USDC,0.9723,0.9482,fixture:usdc_depeg_chainlink_archive
2023-03-13T05:00:00Z,USDC,0.9723,0.9494,fixture:usdc_depeg_chainlink_archive
2023-03-13T06:00:00Z,USDC,0.9687,0.9503,fixture:usdc_depeg_chainlink_archive
2023-03-13T07:00:00Z,USDC,0.9733,0.9515,fixture:usdc_depeg_chainlink_archive
2023-03-13T08:00:00Z,USDC,0.9704,0.9524,fixture:usdc_depeg_chainlink_archive
2023-03-13T09:00:00Z,USDC,0.9771,0.9537,fixture:usdc_depeg_chainlink_archive
2023-03-13T10:00:00Z,USDC,0.9731,0.9546,fixture:usdc_depeg_chainlink_archive
2023-03-13T11:00:00Z,USDC,0.9735,0.9556,fixture:usdc_depeg_chainlink_archive
2023-03-13T12:00:00Z,USDC,0.9751,0.9565,fixture:usdc_depeg_chainlink_archive
2023-03-13T13:00:00Z,USDC,0.9749,0.9575,fixture:usdc_depeg_chainlink_archive
2023-03-13T14:00:00Z,USDC,0.9736,0.9583,fixture:usdc_depeg_chainlink_archive
2023-03-13T15:00:00Z,USDC,0.975,0.9591,fixture:usdc_depeg_chainlink_archive
2023-03-13T16:00:00Z,USDC,0.9743,0.9599,fixture:usdc_depeg_chainlink_archive
2023-03-13T17:00:00Z,USDC,0.9819,0.961,fixture:usdc_depeg_chainlink_archive
2023-03-13T18:00:00Z,USDC,0.9787,0.9619,fixture:usdc_depeg_chainlink_archive
2023-03-13T19:00:00Z,USDC,0.9768,0.9626,fixture:usdc_depeg_chainlink_archive
2023-03-13T20:00:00Z,USDC,0.9771,0.9633,fixture:usdc_depeg_chainlink_archive
2023-03-13T21:00:00Z,USDC,0.9782,0.9641,fixture:usdc_depeg_chainlink_archive
2023-03-13T22:00:00Z,USDC,0.978,0.9648,fixture:usdc_depeg_chainlink_archive
2023-03-13T23:00:00Z,USDC,0.9795,0.9655,fixture:usdc_depeg_chainlink_archive
2023-03-14T00:00:00Z,USDC,0.9805,0.9662,fixture:usdc_depeg_chainlink_archive
2023-03-14T01:00:00Z,USDC,0.978,0.9668,fixture:usdc_depeg_chainlink_archive
2023-03-14T02:00:00Z,USDC,0.9765,0.9673,fixture:usdc_depeg_chainlink_archive
2023-03-14T03:00:00Z,USDC,0.9774,0.9678,fixture:usdc_depeg_chainlink_archive
2023-03-14T04:00:00Z,USDC,0.9832,0.9686,fixture:usdc_depeg_chainlink_archive
2023-03-14T05:00:00Z,USDC,0.9799,0.9692,fixture:usdc_depeg_chainlink_archive
2023-03-14T06:00:00Z,USDC,0.9842,0.9699,fixture:usdc_depeg_chainlink_archive
2023-03-14T07:00:00Z,USDC,0.9848,0.9706,fixture:usdc_depeg_chainlink_archive
2023-03-14T08:00:00Z,USDC,0.984,0.9713,fixture:usdc_depeg_chainlink_archive
2023-03-14T09:00:00Z,USDC,0.9859,0.972,fixture:usdc_depeg_chainlink_archive
2023-03-14T10:00:00Z,USDC,0.9855,0.9727,fixture:usdc_depeg_chainlink_archive
2023-03-14T11:00:00Z,USDC,0.9811,0.9731,fixture:usdc_depeg_chainlink_archive
2023-03-14T12:00:00Z,USDC,0.9845,0.9737,fixture:usdc_depeg_chainlink_archive
2023-03-14T13:00:00Z,USDC,0.9812,0.9741,fixture:usdc_depeg_chainlink_archive
2023-03-14T14:00:00Z,USDC,0.984,0.9746,fixture:usdc_depeg_chainlink_archive
2023-03-14T15:00:00Z,USDC,0.9844,0.9751,fixture:usdc_depeg_chainlink_archive
2023-03-14T16:00:00Z,USDC,0.9868,0.9757,fixture:usdc_depeg_chainlink_archive
2023-03-14T17:00:00Z,USDC,0.9883,0.9763,fixture:usdc_depeg_chainlink_archive
2023-03-14T18:00:00Z,USDC,0.987,0.9768,fixture:usdc_depeg_chainlink_archive
2023-03-14T19:00:00Z,USDC,0.992,0.9776,fixture:usdc_depeg_chainlink_archive
2023-03-14T20:00:00Z,USDC,0.9883,0.9781,fixture:usdc_depeg_chainlink_archive
2023-03-14T21:00:00Z,USDC,0.9905,0.9787,fixture:usdc_depeg_chainlink_archive
2023-03-14T22:00:00Z,USDC,0.9918,0.9794,fixture:usdc_depeg_chainlink_archive
2023-03-14T23:00:00Z,USDC,0.9919,0.98,fixture:usdc_depeg_chainlink_archive
2023-03-15T00:00:00Z,USDC,0.9888,0.9805,fixture:usdc_depeg_chainlink_archive
2023-03-15T01:00:00Z,USDC,0.9923,0.981,fixture:usdc_depeg_chainlink_archive
2023-03-15T02:00:00Z,USDC,0.988,0.9814,fixture:usdc_depeg_chainlink_archive
2023-03-15T03:00:00Z,USDC,0.9898,0.9818,fixture:usdc_depeg_chainlink_archive
2023-03-15T04:00:00Z,USDC,0.9903,0.9822,fixture:usdc_depeg_chainlink_archive
2023-03-15T05:00:00Z,USDC,0.9909,0.9827,fixture:usdc_depeg_chainlink_archive
2023-03-15T06:00:00Z,USDC,0.9929,0.9832,fixture:usdc_depeg_chainlink_archive
2023-03-15T07:00:00Z,USDC,0.9903,0.9835,fixture:usdc_depeg_chainlink_archive
2023-03-15T08:00:00Z,USDC,0.9965,0.9842,fixture:usdc_depeg_chainlink_archive
2023-03-15T09:00:00Z,USDC,0.9915,0.9846,fixture:usdc_depeg_chainlink_archive
2023-03-15T10:00:00Z,USDC,0.9911,0.9849,fixture:usdc_depeg_chainlink_archive
2023-03-15T11:00:00Z,USDC,0.9971,0.9855,fixture:usdc_depeg_chainlink_archive
2023-03-15T12:00:00Z,USDC,0.9971,0.9861,fixture:usdc_depeg_chainlink_archive
2023-03-15T13:00:00Z,USDC,0.9916,0.9863,fixture:usdc_depeg_chainlink_archive
2023-03-15T14:00:00Z,USDC,0.9934,0.9867,fixture:usdc_depeg_chainlink_archive
2023-03-15T15:00:00Z,USDC,0.9968,0.9872,fixture:usdc_depeg_chainlink_archive
2023-03-15T16:00:00Z,USDC,0.998,0.9877,fixture:usdc_depeg_chainlink_archive
2023-03-15T17:00:00Z,USDC,0.9983,0.9883,fixture:usdc_depeg_chainlink_archive
2023-03-15T18:00:00Z,USDC,0.9956,0.9886,fixture:usdc_depeg_chainlink_archive
2023-03-15T19:00:00Z,USDC,0.9968,0.989,fixture:usdc_depeg_chainlink_archive
2023-03-15T20:00:00Z,USDC,1.0004,0.9896,fixture:usdc_depeg_chainlink_archive
2023-03-15T21:00:00Z,USDC,0.9989,0.9901,fixture:usdc_depeg_chainlink_archive
2023-03-15T22:00:00Z,USDC,0.9991,0.9905,fixture:usdc_depeg_chainlink_archive
2023-03-15T23:00:00Z,USDC,0.9981,0.9909,fixture:usdc_depeg_chainlink_archive
2023-03-16T00:00:00Z,USDC,0.9985,0.9913,fixture:usdc_depeg_chainlink_archive
2023-03-16T01:00:00Z,USDC,1.0061,0.992,fixture:usdc_depeg_chainlink_archive
2023-03-16T02:00:00Z,USDC,0.9984,0.9924,fixture:usdc_depeg_chainlink_archive
2023-03-16T03:00:00Z,USDC,0.9973,0.9926,fixture:usdc_depeg_chainlink_archive
2023-03-16T04:00:00Z,USDC,1.0013,0.993,fixture:usdc_depeg_chainlink_archive
2023-03-16T05:00:00Z,USDC,0.9995,0.9934,fixture:usdc_depeg_chainlink_archive
2023-03-16T06:00:00Z,USDC,0.9972,0.9935,fixture:usdc_depeg_chainlink_archive
2023-03-16T07:00:00Z,USDC,1.0022,0.994,fixture:usdc_depeg_chainlink_archive
2023-03-16T08:00:00Z,USDC,1.0013,0.9943,fixture:usdc_depeg_chainlink_archive
2023-03-16T09:00:00Z,USDC,0.9953,0.9944,fixture:usdc_depeg_chainlink_archive
2023-03-16T10:00:00Z,USDC,0.9976,0.9946,fixture:usdc_depeg_chainlink_archive
2023-03-16T11:00:00Z,USDC,1.0012,0.9949,fixture:usdc_depeg_chainlink_archive
2023-03-16T12:00:00Z,USDC,0.9991,0.9951,fixture:usdc_depeg_chainlink_archive
2023-03-16T13:00:00Z,USDC,1.0022,0.9955,fixture:usdc_depeg_chainlink_archive
2023-03-16T14:00:00Z,USDC,1.0002,0.9957,fixture:usdc_depeg_chainlink_archive
2023-03-16T15:00:00Z,USDC,0.9987,0.9958,fixture:usdc_depeg_chainlink_archive
2023-03-16T16:00:00Z,USDC,1.001,0.9961,fixture:usdc_depeg_chainlink_archive
2023-03-16T17:00:00Z,USDC,0.9989,0.9962,fixture:usdc_depeg_chainlink_archive
2023-03-16T18:00:00Z,USDC,0.9966,0.9963,fixture:usdc_depeg_chainlink_archive
2023-03-16T19:00:00Z,USDC,1.0014,0.9965,fixture:usdc_depeg_chainlink_archive
2023-03-16T20:00:00Z,USDC,1.0039,0.9969,fixture:usdc_depeg_chainlink_archive
2023-03-16T21:00:00Z,USDC,0.9989,0.997,fixture:usdc_depeg_chainlink_archive
2023-03-16T22:00:00Z,USDC,0.9995,0.9971,fixture:usdc_depeg_chainlink_archive
2023-03-16T23:00:00Z,USDC,1.0014,0.9973,fixture:usdc_depeg_chainlink_archive
2023-03-17T00:00:00Z,USDC,0.997,0.9973,fixture:usdc_depeg_chainlink_archive
